 Service Location - ID, Service Location - Description, Service Location - Address Line 1, Service Location - City, Service Location - Postal Code, Service Location - State, Latitude, Longitude
1041703,2M - Fire Wings (Sacramento/Howe),1229 Howe Ave,Sacramento,95825,CA,38.588193,-121.415539
1040984,2M - SacYard Community Tap House (Sacramento/33rd),1725 33rd St,Sacramento,95816,CA,38.56428,-121.46573
1017363,Luigi's Pizza Parlor (Sacramento/Stockton Boulevard),3800 Stockton Boulevard,Sacramento,95820,CA,38.54025,-121.45049
4526,Tallac Lounge (Sacramento/60th),3982 60Th St,Sacramento,95820,CA,38.53874,-121.43527
1041205,2M - Sac City Brews (Sacramento/60th),3940 60Th St,Sacramento,95820,CA,38.53869,-121.43473
2975,Kansai Ramen (Sacramento/65th),2992 65Th St,Sacramento,95817,CA,38.54704,-121.42814
1821,2M - BJ's Brewhouse (Sacramento/N Freeway),3531 N Freeway Blvd,Sacramento,95834,CA,38.64018,-121.50178
3641,2M - Original Petes (Sacramento/Gateway),4571 Gateway Park Blvd,Sacramento,95834,CA,38.65539,-121.5033
3649,2M - Oshima Sushi (Sacramento/Natomas Crossing),2071 Natomas Crossing Dr,Sacramento,95834,CA,38.64085,-121.50923
1111269,The Hub Eats & Drinks (Sacramento/Natomas),4740 Natomas Blvd Ste 140,Sacramento,95835,,38.65933,-121.51154
1059618,Bonchon (Sacramento/Natomas),4740 Natomas Blvd Ste 120,Sacramento,95835,CA,38.65933,-121.51154
1017373,The Club At Natomas Park (Sacramento/Club Center),2101 Club Center Drive,Sacramento,95835,CA,38.67126,-121.50849
1017400,Staybridge Suites (Sacramento/Promenade Circle),140 Promenade Circle,Sacramento,95834,CA,38.63755,-121.5002
1821,2M - BJ's Brewhouse (Sacramento/N Freeway),3531 N Freeway Blvd,Sacramento,95834,CA,38.64018,-121.50178
3641,2M - Original Petes (Sacramento/Gateway),4571 Gateway Park Blvd,Sacramento,95834,CA,38.65539,-121.5033
3649,2M - Oshima Sushi (Sacramento/Natomas Crossing),2071 Natomas Crossing Dr,Sacramento,95834,CA,38.64085,-121.50923
1111269,The Hub Eats & Drinks (Sacramento/Natomas),4740 Natomas Blvd Ste 140,Sacramento,95835,,38.65933,-121.51154
1017328,El Burrito (Sacramento/Natomas),4740 Natomas Boulevard 170,Sacramento,95835,CA,38.65933,-121.51154
5009,Heritage Park Clubhouse (Sacramento/Heritage),2481 Heritage Park Lane,Sacramento,95835,CA,38.68257,-121.5167
1112169,Hilton Garden Inn (Sacramento/Advantage),20 Advantage Ct,Sacramento,95834,CA,38.650815,-121.527863
3594,2M - Old Tavern (Sacramento/20th),1510 20th St,Sacramento,95811,CA,38.570784,-121.482538
3033,2M - Kupros Bistro (Sacramento/21st),1217 21st St,Sacramento,95811,CA,38.57347,-121.47967
1016874,2M - Brannon Manor (Sacramento/J),106 J Street,Sacramento,95814,CA,38.58325,-121.50508
1571,2M - Ace of Spades (Sacramento/R),1417 R St,Sacramento,95811,CA,38.56989,-121.49084
3968,Republic Bar & Grill (Sacramento/15th),908 15Th Street,Sacramento,95814,CA,38.579151,-121.486349
2368,Der Biergarten (Sacramento/K),2332 K St,Sacramento,95816,CA,38.574095,-121.474843
3594,2M - Old Tavern (Sacramento/20th),1510 20th St,Sacramento,95811,CA,38.570784,-121.482538
3033,2M - Kupros Bistro (Sacramento/21st),1217 21st St,Sacramento,95811,CA,38.57347,-121.47967
1016874,2M - Brannon Manor (Sacramento/J),106 J Street,Sacramento,95814,CA,38.58325,-121.50508
1571,2M - Ace of Spades (Sacramento/R),1417 R St,Sacramento,95811,CA,38.56989,-121.49084
3968,Republic Bar & Grill (Sacramento/15th),908 15Th Street,Sacramento,95814,CA,38.579151,-121.486349
2368,Der Biergarten (Sacramento/K),2332 K St,Sacramento,95816,CA,38.574095,-121.474843
1071602,2M - Echo and Rig (Sacramento/J),500 J St,Sacramento,95814,CA,38.581903,-121.49964
1035887,2M - Punch Bowl Social (Sacramento/J),500 Jst,Sacramento,95814,CA,38.581903,-121.49964
1026362,La Cosecha (Sacramento/9th),917 9Th Street,Sacramento,95814,CA,38.58106,-121.49451
1059623,2M - Burgers & Brewhouse (Sacramento/J),1616 J St,Sacramento,95814,CA,38.57778,-121.48456
4638,The Other Office (Sacramento/2nd),928 2Nd St,Sacramento,95814,CA,38.58336,-121.50409
1071602,2M - Echo and Rig (Sacramento/J),500 J St,Sacramento,95814,CA,38.581903,-121.49964
1035887,2M - Punch Bowl Social (Sacramento/J),500 Jst,Sacramento,95814,CA,38.581903,-121.49964
1026362,La Cosecha (Sacramento/9th),917 9Th Street,Sacramento,95814,CA,38.58106,-121.49451
1059623,2M - Burgers & Brewhouse (Sacramento/J),1616 J St,Sacramento,95814,CA,38.57778,-121.48456
2508,Embassy Suites (Sacramento/Capitol),100 Capitol Mall,Sacramento,95814,CA,38.579982,-121.50657
3074,Lake Bowl (Folsom/E Bidwell),511 E Bidwell St,Folsom,95630,CA,38.67298,-121.16549
1031438,The Mimosa House (Folsom/Blue Ravine),25075 Blue Ravine Rd Ste 100,Folsom,95630,CA,38.68954,-121.12124
6864,Hasu Teriyaki & Sushi (Folsom/Blue Ravine),25075 Blue Ravine Rd. Suite 120,Folsom,95630,CA,38.68954,-121.12124
3926,2M - Red Hawk Casino (Placerville/Red Hawk),1 Red Hawk Pky,Placerville,95667,CA,38.69489,-120.90933
5089,2M - Wallys Sports Bar (Cameron Park/Cameron Park),4079 Cameron Park Drive,Cameron Park,95682,CA,38.656983,-120.968922
2824,Brickyard Counter & Bar (El Dorado Hills/Town Center),4364 Town Center Boulevard Ste 128,El Dorado Hills,95762,CA,38.65056,-121.06567
4408,Steves Pizza (El Dorado Hills/Park),3941 Park Dr,El Dorado Hills,95762,CA,38.65522,-121.06955
4479,Sushi Kuma (El Dorado Hills/Post),4540 Post St,El Dorado Hills,95762,CA,38.65156,-121.06828
3926,2M - Red Hawk Casino (Placerville/Red Hawk),1 Red Hawk Pky,Placerville,95667,CA,38.69489,-120.90933
5089,2M - Wallys Sports Bar (Cameron Park/Cameron Park),4079 Cameron Park Drive,Cameron Park,95682,CA,38.656983,-120.968922
2824,Brickyard Counter & Bar (El Dorado Hills/Town Center),4364 Town Center Boulevard Ste 128,El Dorado Hills,95762,CA,38.65056,-121.06567
4408,Steves Pizza (El Dorado Hills/Park),3941 Park Dr,El Dorado Hills,95762,CA,38.65522,-121.06955
6353,Umi Sushi (El Dorado Hills/White Rock),1121 White Rock Rd. 205,El Dorado Hills,95762,CA,38.648795,-121.064263
1093921,Mas Taco Bar (Folsom/E Bidwell),440 E Bidwell St,Folsom,95630,CA,38.673785,-121.166434
1017250,Jimboys Tacos (Folsom/E Bidwell),708 E Bidwell Street,Folsom,95630,CA,38.67148,-121.15913
1051311,Rock-N-Fire (Folsom/Riley),1010 Riley St,Folsom,95630,CA,38.67058,-121.16834
2958,Kabob House (Folsom/E Bidwell),648 E Bidwell St,Folsom,95630,CA,38.67281,-121.16086
1017255,Nicholsons MusiCafe (Folsom/E Bidwell),632 East Bidwell Street,Folsom,95630,CA,38.67289,-121.16146
4077,Round Table (Folsom/Riley),1151 Riley St,Folsom,95630,CA,38.67119,-121.16367
4688,Tokyo Sushi (Folsom/Riley),1002 Riley St,Folsom,95630,CA,38.671221,-121.169786
3485,Mountain Mikes (Folsom/E Bidwell),717 E Bidwell St,Folsom,95630,CA,38.66961,-121.16043
1044887,Escape Folsom (Folsom/Traders),727 Traders Lane,Folsom,95630,CA,38.6775,-121.17793
14011,Marly And Moo (Folsom/Sutter),608 Sutter St.,Folsom,95630,CA,38.67841,-121.17588
3076,Lake Natoma Inn Restaurant (Folsom/Gold Lake),702 Gold Lake Dr,Folsom,95630,CA,38.67828,-121.17901
1070721,Folsom State Slickers (Folsom/Gold Lake),705 Gold Lake Dr Ste 200,Folsom,95630,CA,38.67759,-121.17991
2172,Chicago Fire West (Folsom/Sutter),614 Sutter Street,Folsom,95630,CA,38.67823,-121.17625
3868,Powerhouse Pub (Folsom/Sutter Street),614 Sutter Street D,Folsom,95630,CA,38.67823,-121.17625
1019221,Gaslight Company (Folsom/Sutter),718 Sutter Street,Folsom,95630,CA,38.67739,-121.17714
1044887,Escape Folsom (Folsom/Traders),727 Traders Lane,Folsom,95630,CA,38.6775,-121.17793
3890,Purple Place Bar & Grill (El Dorado Hills/Green Valley),363 Green Valley Rd,El Dorado Hills,95762,CA,38.7033,-121.10428
1037729,Friends With Benedicts (El Dorado Hills/Francisco),2201 Francisco Dr #110,El Dorado Hills,95762,CA,38.71148,-121.0854
2456,El Dorado Saloon (El Dorado Hills/Embarcadero),879 Embarcadero Dr,El Dorado Hills,95762,CA,38.70917,-121.08476
4251,Serrano Golf And Country Club (El Dorado Hills/Serrano Pky),5005 Serrano Pky,El Dorado Hills,95762,CA,38.681631,-121.048044
2094,Cascada (El Dorado Hills/Francisco),2222 Francisco Dr,El Dorado Hills,95762,CA,38.70994,-121.08649
5067,Dos Coyotes Border Cafe (Folsom/Folsom),13385 Folsom Boulevard,Folsom,95630,CA,38.65373,-121.18225
4311,Skipolinis (Folsom/Blue Ravine),191 Blue Ravine Rd,Folsom,95630,CA,38.65414,-121.18058
4536,Taqueria Taco Loco (Folsom/Blue Ravine),195 Blue Ravine Rd,Folsom,95630,CA,38.65434,-121.17952
2183,Chilis (Folsom/Iron Point),161 Iron Point Rd,Folsom,95630,CA,38.64336,-121.19094
1017246,Djs Grill & Deli (Folsom/Folsom),13000 Folsom Boulevard,Folsom,95630,CA,38.64391,-121.18698
1097495,Harry's Sport Bar & Grill (Folsom/Iron Point),303 Iron Point Rd,Folsom,95630,CA,38.64146,-121.18922
3880,Pronto Pizzeria (Folsom/Iron Point),299 Iron Point Rd,Folsom,95630,CA,38.64148,-121.18974
2863,I Love Teriyaki & Sushi (Folsom/Blue Ravine),185 Blue Ravine Rd,Folsom,95630,CA,38.65453,-121.18291
4447,The Cliff House Of Folsom (Folsom/Greenback Lane),9900 Greenback Lane,Folsom,95630,CA,38.68355,-121.17764
3745,Petes Brewhouse (Folsom/Folsom Auburn),6608 Folsom-Auburn Road,Folsom,95630,CA,38.68611,-121.1792
2468,La Calle (Folsom/Folsom Auburn),6608 Folsom Auburn Road 1,Folsom,95630,CA,38.68611,-121.1792
3260,Manderes (Folsom/E Bidwell),1004 E Bidwell Street 600,Folsom,95630,CA,38.67082,-121.155
4784,VFW (Folsom/Forrest),1300 Forrest St,Folsom,95630,CA,38.67399,-121.18457
1043922,Eagles (Folsom/Scott),215 Scott St,Folsom,95630,CA,38.678886,-121.175348
3401,Moose Lodge (Folsom/Scott),203 Scott St,Folsom,95630,CA,38.67935,-121.17535
1095246,Forklift Grocery by Nugget Markets (Cameron Park/Coach),3333 Coach Ln,Cameron  Park,95682,CA,38.6588,-120.97121
1642,Applebees (Cameron Park/Coach),3281 Coach Ln,Shingle Springs,95682,CA,38.65889,-120.97472
1021612,The Breakroom (Shingle Springs/S Shingle),4131 S Shingle Rd 7,Shingle Springs,95682,CA,38.66031,-120.93513
3826,Pjs  Roadhouse (Placerville/Mother Lodge),5641 Mother Lodge Dr,Placerville,95667,CA,38.67941,-120.87158
3204,Los Pinos (Shingle Springs/Palmer),3420 Palmer Rd,Shingle Springs,95682,CA,38.662033,-120.969223
1016793,Yuki Sushi (Cameron Park/Palmer),3470 Palmer Drive 1,Cameron Park,95682,CA,38.66124,-120.96859
1827,BJ's Brewhouse (Folsom/E Bidwell),2730 E Bidwell St,Folsom,95630,CA,38.65617,-121.12422
1103765,Bel Air (Folsom/E Bidwell),2760 E Bidwell St,Folsom,95630,CA,38.65658,-121.12149
3094,Land Ocean (Folsom/E Bidwell),2720 E Bidwell St,Folsom,95630,CA,38.65661,-121.12464
1017265,Thai Paradise (Folsom/East Bidwell),2770 East Bidwell Street 100,Folsom,95630,CA,38.65476,-121.12217
4805,Visconti's Ristorante (Folsom/E Bidwell),2700 E Bidwell Street 700,Folsom,95630,CA,38.65709,-121.12536
4521,Taiko Sushi (Folsom/E Bidwell),2700 E Bidwell Street,Folsom,95630,CA,38.65709,-121.12536
1017263,Sacramento Pizza Company (Folsom/East Bidwell),2700 East Bidwell Street 500,Folsom,95630,CA,38.65709,-121.12536
2271,Cold Springs Golf (Placerville/Clubhouse),6500 Clubhouse Dr,Placerville,95667,CA,38.743851,-120.879516
1041231,Jack Russell Brewery (Placerville/Main),209 Main St,Placerville,95667,CA,38.72799,-120.80404
1618,American River Pizza & Grill (Cool/CA-49),2966 Ca-49,Cool,95614,CA,38.888517,-121.016196
1053892,Milestone Saloon (Cool/Hwy 49),2968 Hwy 49 Unit F,Cool,95614,CA,38.88753,-121.01666
1103278,Connies Pilot Hill Stop (Pilot Hill/HWY 49),4400 Highway 49 #A,Pilot Hill,95664,CA,38.84063,-121.01556
2345,Dancing Tomato (Yuba City/N Walton),990 N Walton Ave,Yuba City,95993,CA,39.14123,-121.64443
7521,Buffalo Wild Wings (Yuba City/Harter),1086 Harter Parkway,Yuba City,95993,CA,39.142732,-121.65444
1665,Applebees (Yuba City/Tharp),1000 Tharp Rd,Yuba City,95993,CA,39.14218,-121.64892
4135,Round Table (Yuba City/Stabler),1278 Stabler Ln,Yuba City,95993,CA,39.14695,-121.6461
2282,Cool Hand Lukes (Yuba City/Colusa),1669 Colusa Ave,Yuba City,95991,CA,39.140887,-121.616831
1017429,The Sandwich Spot (Yuba City/Butte House),1500 Butte House Road Ste 200,Yuba City,95993,CA,39.14723,-121.64196
4648,The Ranch House (Yuba City/S George Washington),111 S George Washington Blvd,Yuba City,95993,CA,39.126916,-121.671977
2479,El Zarape (Yuba City/Stafford),1005 Stafford Way,Yuba City,95991,CA,39.14285,-121.62739
1102811,Krankin Hanks (Marysville/J),726 J Street,Marysville,95901,CA,39.141422,-121.598418
1027096,Petes Brewhouse (Yuba City/W Onstott),866 W Onstott Rd,Yuba City,95991,CA,39.13674,-121.634949
4143,Round Table (Yuba City/W Onstott),722 W Onstott Frontage Rd,Yuba City,95991,CA,39.134661,-121.634967
4540,Taste Of India (Yuba City/Colusa Hwy),1529 Colusa Hwy,Yuba City,95993,CA,39.14208,-121.64124
1071711,Duarte Mexican Food (Yuba City/Butte House),2365 Butte House Rd,Yuba City,95993,CA,39.152723,-121.660235
3427,Mountain Mikes (Yuba City/Butte House),1540 Butte House Rd,Yuba City,95991,CA,39.145413,-121.63483
3941,Red Robin (Yuba City/Colusa),1208 Colusa Hwy,Yuba City,95991,CA,39.141891,-121.63457
2411,Dowers (Yuba City/Colusa),315 Colusa Ave,Yuba City,95991,CA,39.14232,-121.61422
2021,Justins Kitchen (Yuba City/Plumas),628 Plumas St,Yuba City,95991,CA,39.13626,-121.61592
7593,The Taj Indian Cuisine (Yuba City/Whyler),1400 Whyler Road,Yuba City,95993,CA,39.130824,-121.636469
1048814,Chicago Pizza With A Twist (Yuba City/Colusa),887 Colusa Ave,Yuba City,95991,CA,39.1421,-121.6299
1017428,Sylvios Pizzeria & Deli (Yuba City/Live Oak),1747 Live Oak Blvd,Yuba City,95991,CA,39.15268,-121.61963
1546,Club 21 (Yuba City/Garden),275 Garden Hwy,Yuba City,95991,CA,39.126081,-121.609114
1017270,Guys & Dolls Family Billiards (Marysville/5th),821 5Th Street,Marysville,95901,CA,39.13979,-121.59607
3446,Mountain Mikes (Marysville/J),606 J St,Marysville,95901,CA,39.140812,-121.598347
4614,The Happy Viking (Yuba City/Plumas),741 Plumas St,Yuba City,95991,CA,39.1388,-121.61643
1111086,Sylvios Pizzeria & Deli (Yuba City/Clark),229 Clark Ave Ste J,Yuba City,95991,CA,39.12302,-121.62418
1765,Beach Hut Deli (Yuba City/Colusa),1655 Colusa Highway 400,Yuba City,95993,CA,39.142602,-121.646546
8062,Los Charros Taqueria (Yuba City/Colusa Avenue),425 Colusa Avenue,Yuba City,95991,CA,39.14147,-121.61652
3410,Moose Lodge (Yuba City/S Walton),205 S Walton Ave,Yuba City,95993,CA,39.12616,-121.64418
2230,City Cafe (Yuba City/Plumas),667 Plumas St,Yuba City,95991,CA,39.13723,-121.61597
4349,Sopa Thai Cuisine (Yuba City/Plumas),720 Plumas St,Yuba City,95991,CA,39.13802,-121.61679
8342,Dhillons Pizza (Yuba City/W Onstott Frontage),706 W Onstott Frontage Rd,Yuba City,95991,CA,39.133441,-121.634976
3560,Nu Generation Lanes (Yuba City/Onstott),876 Onstott Rd,Yuba City,95991,CA,39.13743,-121.6381
2290,Corner Bar (Yuba City/Fairman),215 Fairman St,Yuba City,95991,CA,39.13694,-121.60757
4010,Rivers Edge Pub (Marysville/12th),1 E 12th St,Marysville,95901,CA,39.14895,-121.58396
3818,Pizza Round Up (Marysville/Covillaud),2004 Covillaud St,Marysville,95901,CA,39.15808,-121.57801
4394,Stassis Fourth Ward (Marysville/7Th),102 7Th St,Marysville,95901,CA,39.1428,-121.58502
4298,Silver Dollar Saloon (Marysville/1St),330 1St St,Marysville,95901,CA,39.13583,-121.58814
4091,Round Table (Marysville/9th),202 9Th St,Marysville,95901,CA,39.14463,-121.58731
2294,Cortez Room (Marysville/5th),315 5th St,Marysville,95901,CA,39.1406,-121.58822
2100,Casino Marysville (Marysville/4th),514 4th St,Marysville,95901,CA,39.138954,-121.591253
1091872,Casa Carlos (Marysville/6th),413 6th Street,Marysville,95901,CA,39.14161,-121.58992
3173,Pizza Factory (Live Oak/Live Oak),10345 Live Oak Blvd,Live Oak,95953,CA,39.28129,-121.66111
3713,Pasquinis (Live Oak/Ca99),6241 Ca99,Live Oak,95953,CA,39.223099,-121.642268
1017267,Broadway Lounge (Live Oak/Broadway),9840 Broadway,Live Oak,95953,CA,39.273894,-121.661776
3918,Recce Point (Beale AFB/Bldg 24081),Bldg 24081,Beale Afb,95903,CA,40.079845,-121.562538
4334,Snack Bar Bowling (Beale AFB/23rd),Bldg 17800 23 Rd St.,Beale Afb,95903,CA,39.11556,-121.39485
1112056,Pieology Pizzeria (Yuba City/Palora),550 N Palora Ave,Yuba City,95991,CA,39.13105,-121.63407
6302,Peach Tree Golf & Country Club (Marysville/Simpson Dontoni),2043 Simpson Dontoni Road,Marysville,95901,CA,39.13898,-121.54126
1017273,Marysville Flea Market (Marysville/Simpson Lane),1468 Simpson Lane A,Marysville,95901,CA,39.13663,-121.56099
1026331,Bottom's Up (Marysville/Hammonton Smartville),1672 Hammonton Smartville Road,Marysville,95901,CA,39.1288,-121.55418
1088954,Moonshiner's (Olivehurst/Feather River),5861 Feather River Blvd,Olivehurst,95901,CA,39.124603,-121.576964
2731,Grumpy's Tavern (Olivehurst/Olivehurst),4291 Olivehurst Ave,Olivehurst,95961,CA,39.0783,-121.55163
3844,Plumas Lake Golf (Marysville/Country Club),1551 Country Club,Marysville,95901,CA,39.03399,-121.55988
1031344,Neighbors Pizza (Olivehurst/Mcgowan),1957 Mcgowan Parkway St,Olivehurst,95961,CA,39.07752,-121.54432
1017269,Pizza Hut (Marysville/North Beale),1130 North Beale Road,Marysville,95901,CA,39.12531,-121.57534
3344,Midtown Grill (Yuba City/Colusa Ave),747 Colusa Ave,Yuba City,95991,CA,39.14216,-121.62684
1109859,Olive Garden (Yuba City/N Walton),998 N Walton Ave,Yuba City,95993,CA,39.14116,-121.64509
2199,Chilis (Yuba City/Annette),1300 Annette Way,Yuba City,95993,CA,39.13647,-121.63567
1109937,Mama Chiquita Bakery (Yuba City/Forbes),728 Forbes Ave,Yuba City,95991,CA,39.13771,-121.622996
1117452,Millennium Family Entertainment Center (Yuba City/Spiva),901 Spiva Ave,Yuba City,95991,CA,39.13568,-121.62679
5109,Carlitos Mexican Restaurant (Yuba City/Richland),8/85 Richland Road,Yuba City,95901,CA,39.103767,-121.409121
4437,Straw Hat Pizza (Yuba City/Bogue),540 Bogue Rd,Yuba City,95991,CA,39.09964,-121.61768
9133,Gold Rush Billards (Yuba City/Gray),960 Gray Ave,Yuba City,95991,CA,39.14018,-121.63066
4056,Round Table (Cameron Park/Coach),3370 Coach Ln,Cameron Park,95682,CA,38.65766,-120.97019
4389,Stag (Woodland/Main),506 Main St,Woodland,95695,CA,38.67729,-121.77456
13906,Morgans On Main (Woodland/Main),614 Main St.,Woodland,95695,CA,38.67708,-121.77252
3386,Mojos Lounge (Woodland/1St),428 1St St,Woodland,95695,CA,38.67668,-121.77319
1979,Burger Saloon (Woodland/Main),601 Main St,Woodland,95695,CA,38.67766,-121.773
4411,Steves Place (Woodland/Main),714 Main St,Woodland,95695,CA,38.67712,-121.77116
1031910,Davis Golf Course (Davis/Fairway),24439 Fairway Dr,Davis,95616,CA,38.58374,-121.77212
1031405,State Capitol Room 2188 (Sacramento/10Th),1310 10Th St 2188,Sacramento,95814,CA,38.576717,-121.495116
1664,Applebees (Woodland/E Main),1790 E Main St,Woodland,95776,CA,38.6768,-121.73913
3954,Red Robin (Woodland/Bronze Star),2031 Bronze Star Dr,Woodland,95776,CA,38.670091,-121.726596
1026405,MOD Pizza (Woodland/Bronze Star),2051 Bronze Star Drive Suite 100,Woodland,95776,CA,38.670089,-121.725831
4142,Round Table (Woodland/Pioneer),421 Pioneer Ave,Woodland,95776,CA,38.67587,-121.7459
2393,New York Pizza Pie (Woodland/East),1495 East St,Woodland,95695,CA,38.660678,-121.765815
2494,Elk Horn Station (West Sacramento/Old River),18398 Old River Rd,West Sacramento,95691,CA,38.67145,-121.62674
1031903,Jinju Sushi (Woodland/Pioneer),467 Pioneer Ave,Woodland,95776,CA,38.67474,-121.7462
1998,Cache Creek Casino (Brooks/CA-16),14455 Ca-16,Brooks,95606,CA,38.732908,-122.143477
4014,Road Trip Bar & Grill (Capay/CA-16),24989 Ca-16,Capay,95607,CA,38.707562,-122.050089
1101131,The Ravine on Sixteen (Esparto/Yolo),16867 Yolo Ave,Esparto,95627,CA,38.69454,-122.016229
1033615,Common Farm Kitchen - Guinda's Farmers Market (Guinda/Hwy 16),7624 Hwy 16,Guinda,95637,CA,38.827822,-122.191794
1031913,Yolo Fliers Club (Woodland/Rd 94B),17980 C Rd 94B,Woodland,95695,CA,38.680272,-121.870263
3681,Paesanos (Davis/G),139 G St,Davis,95616,CA,38.5433,-121.7391
2648,Froggys (Davis/2nd),726 2Nd St,Davis,95616,CA,38.54341,-121.73901
2355,Davis Beer Shoppe (Davis/G),211 G St,Davis,95616,CA,38.543839,-121.739034
2978,Kathmandu Kitchen (Davis/G),234 G St,Davis,95616,CA,38.54459,-121.73907
1111192,Armadillo Music (Davis/F),207 F St,Davis,95616,CA,38.54373,-121.7402
4724,Tres Hermanas (Davis/2nd),805 2Nd St,Davis,95616,CA,38.54384,-121.73837
11062,2M - D Street Steakhouse (Davis/D),113 D St.,Davis,95616,CA,38.54216,-121.7421
11062,2M - D Street Steakhouse (Davis/D),113 D St.,Davis,95616,CA,38.54216,-121.7421
1016986,Parkside (Davis/G),330 G St,Davis,95616,CA,38.54595,-121.73934
4722,TC - Treasure Dragon (Woodland/E Main),1810 E Main St,Woodland,95776,CA,38.67689,-121.73703
13896,Father Paddy's Pub (Woodland/Main),435 Main St,Woodland,95695,CA,38.67753,-121.77501
2454,El Charro (Woodland/Main),417 Main St,Woodland,95695,CA,38.677553,-121.775453
13898,Wingstop (Woodland/Main),9 Main St. Suite 103,Woodland,95695,CA,38.6784,-121.78316
1027262,State Theatre And Multiplex (Woodland/Main St),332 Main Street,Woodland,95695,CA,38.677443,-121.777571
1031902,The Thirsty Goat (Woodland/Grand Ave),401-415 Grand Ave,Woodland,95695,CA,38.677137,-121.782413
2987,Kennys Bar (Woodland/East),721 East St,Woodland,95776,CA,38.67121,-121.76516
3350,Mikuni (Davis/1St),500 1St St,Davis,95616,CA,38.54132,-121.74084
5050,Petes Brewhouse (Woodland/Main),164 Main Street,Woodland,95695,CA,38.67724,-121.78029
1061662,La Roca Restaurant (Woodland/East),737 East St,Woodland,95776,CA,38.67078,-121.76476
9187,Main Event Barbers (Woodland/East),607 East St.,Woodland,95776,CA,38.67486,-121.76516
4919,Zitio (Woodland/East),11 East St,Woodland,95776,CA,38.68421,-121.7649
1031934,Morgan's Mill (Woodland/Court St),1059 Court St Suite 105,Woodland,95695,CA,38.67929,-121.76596
3272,Marias Cantina (Woodland/6th),303 6Th St,Woodland,95695,CA,38.678598,-121.766589
4006,River Oaks Golf Club (Nicolaus/Lee),201 Lee Rd,Nicolaus,95659,CA,38.88149,-121.60591
1031912,Sakura Japanese Steakhouse & Sushi (Woodland/W Court),201 W Court St,Woodland,95695,CA,38.678879,-121.79337
6404,San Bruno Bowling Center (Woodland/W Main),154 W. Main,Woodland,95695,CA,38.67836,-121.79157
1934,Olstad Bros At Browns Corner (Woodland/W Main),342 W Main St,Woodland,95695,CA,38.677696,-121.799856
3829,Plainfield Station (Woodland/County Road),23944 County Road 98,Woodland,95695,CA,38.59092,-121.80338
1065168,Sol Mexican Cuisine (Woodland/W Main),375 W Main St Ste A,Woodland,95695,CA,38.67595,-121.8017
1031905,VFW (Woodland/W Kentucky),345 W Kentucky Ave,Woodland,95695,CA,38.69238,-121.79932
4414,Sting Rayz Marina (Knights Landing/Cranmore),23000 Cranmore Rd,Knights Landing,95645,CA,38.80276,-121.72108
1031924,Eagles (Woodland/CA16),37650 Ca 16,Woodland,95695,CA,38.677759,-121.810533
1982,2M - Burgers & Brew (Davis/3rd),403 3rd St,Davis,95616,CA,38.54427,-121.74344
4873,Woodstocks (Davis/G),219 G St,Davis,95616,CA,38.54418,-121.73925
4407,2M - Steves Pizza (Davis/F),314 F St,Davis,95616,CA,38.54534,-121.74029
4879,2M - Wunder Bar (Davis/G),228 G St,Davis,95616,CA,38.54448,-121.73894
4350,Sophias Thai Bar (Davis/E),129 E St,Davis,95616,CA,38.54269,-121.74123
1982,2M - Burgers & Brew (Davis/3rd),403 3rd St,Davis,95616,CA,38.54427,-121.74344
4873,Woodstocks (Davis/G),219 G St,Davis,95616,CA,38.54418,-121.73925
4407,2M - Steves Pizza (Davis/F),314 F St,Davis,95616,CA,38.54534,-121.74029
4879,2M - Wunder Bar (Davis/G),228 G St,Davis,95616,CA,38.54448,-121.73894
3627,Open Rice Kitchen (Davis/G),204 G St,Davis,95616,CA,38.54394,-121.73886
4846,Wild Horse Golf Course (Davis/Rockwell Dr),2323 Rockwell Dr,Davis,95618,CA,38.569412,-121.721373
3089,Lamppost Pizza  (Davis/Lake),1260 Lake Blvd,Davis,95616,CA,38.55391,-121.78682
2405,Dos Coyotes Border Cafe (Davis/W Covell),1411 West Covell Boulevard,Davis,95616,CA,38.56241,-121.76591
1041312,Round Table (Davis/W Covell),1411 W Covell Blvd,Davis,95616,CA,38.56241,-121.76591
1091238,I Love Sushi (Davis/W Covell),620 W Covell Blvd Ste B,Davis,95616,CA,38.56029,-121.75677
1041702,Fire Wings (Davis/W Covell),640 W Covell Blvd,Davis,95616,CA,38.55986,-121.75709
1095244,Nugget Market #12 (Davis/E Covell),1414 E Covell Blvd,Davis,95616,CA,38.56097,-121.73357
1091822,Wingstop (Davis/G),408 G St,Davis,95616,CA,38.5467,-121.73963
1031915,Symposium (Davis/E 8Th),1620 E 8Th St,Davis,95616,CA,38.5528,-121.73127
2192,Chilis (Sacramento/Truxel),3870 Truxel Rd,Sacramento,95834,CA,38.63835,-121.50384
1657,Applebees (Sacramento/Truxel),3601 Truxel Rd,Sacramento,95834,CA,38.63323,-121.50394
2821,Hooters (Sacramento/Truxel),3541 Truxel Rd,Sacramento,95834,CA,38.63538,-121.50333
1093928,Koshi Ramen Bar (Sacramento/Truxel),3581 Truxel Rd Ste 2,Sacramento,95834,CA,38.63388,-121.50337
1033077,Regal Cinemas Natomas Marketplace 16 & Rpx (Sacramento/Truxel Road),3561 Truxel Road,Sacramento,95834,CA,38.63442,-121.50332
